0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220         
0	0	220
0	0	220
0	0	220
3.04323421344975	131.2733795892564	220
2.76087244195998	124.4682566920010	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
3.14412378175232	133.2436311341264	220
6.52147347978400	129.4703235441012	220
5.87093812727217	124.1782620318851	220
2.75590158952953	118.9583299027912	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
2.80175616137849	131.4837378219618	220
5.80916152510199	124.6641200936201	220
6.09535542571791	122.9454582153571	220
3.02070719616743	118.3829896874898	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
3.37631587097777	131.8384764816482	220
3.15951894585615	125.4217629112507	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	0	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	9	220
0	0	220
0	0	220
